Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821937	SRR7821938	SRR7821939	SRR7821949	SRR7821950	SRR7821951	SRR7821952	SRR7821953	SRR7821968	SRR7821969	SRR7821970
ENSMUSG00000104025	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000038936	344	270	294	349	363	932	629	969	36	27	58	26	46	55	19	35
ENSMUSG00000042772	2942	3092	2851	3487	3125	3181	3008	3547	2569	1780	2395	1997	1437	1351	580	891
ENSMUSG00000100394	0	0	3	3	1	1	0	1	4	2	1	2	0	2	0	0
ENSMUSG00000103840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087236	0	0	0	2	0	9	2	3	0	0	1	0	0	0	0	0
ENSMUSG00000100702	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026042	1263	1256	1317	1723	1582	5348	5848	6876	7	0	9	1	5	58	58	68
ENSMUSG00000104476	1	1	4	2	1	8	2	19	0	0	0	0	0	0	0	0
ENSMUSG00000100218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073643	1000	1059	1117	1346	1569	924	669	1157	628	370	580	450	496	503	122	329
ENSMUSG00000100361	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000104497	3	4	0	2	2	0	2	1	0	0	1	0	0	0	0	0
ENSMUSG00000100894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100843	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025916	29	37	23	21	35	29	18	54	3	7	13	5	3	0	0	0
ENSMUSG00000087764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026248	463	503	457	534	523	675	656	663	388	287	396	322	239	219	93	147
ENSMUSG00000119658	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000026249	1247	1125	1339	1429	1610	3691	3857	4086	418	215	326	177	379	244	178	143
ENSMUSG00000042751	138	138	156	147	155	438	536	415	25	6	20	8	9	57	11	17
ENSMUSG00000067106	86	75	75	97	84	46	56	68	22	26	29	31	21	12	3	8
ENSMUSG00000099969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100397	13	13	13	14	20	19	20	21	9	11	11	10	4	0	0	0
ENSMUSG00000099753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118883	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102518	0	0	0	2	0	2	0	0	2	0	2	0	0	0	0	0
ENSMUSG00000099552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043230	61	63	60	64	68	300	275	335	10	20	19	11	16	8	2	3
ENSMUSG00000101257	0	0	0	0	0	5	4	5	1	0	0	0	0	0	0	1
ENSMUSG00000103404	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000026491	2733	3082	2771	3418	3279	3127	2291	3840	1476	1143	1708	1347	1190	1114	413	784
ENSMUSG00000073486	0	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0
ENSMUSG00000025917	1698	1686	1461	1955	1907	2016	1404	2090	893	766	1098	879	749	376	180	365
ENSMUSG00000104418	2	1	1	1	2	6	4	1	2	1	0	1	1	0	3	0
ENSMUSG00000025995	763	769	657	952	908	996	729	1226	516	379	549	427	368	359	131	298
ENSMUSG00000026479	3121	4043	3337	4102	5246	5777	7162	8433	6	5	16	8	5	90	134	96
ENSMUSG00000099850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084817	284	331	230	347	348	318	493	326	787	515	631	389	816	537	434	406
ENSMUSG00000004364	2949	3345	3026	3894	3491	3983	1513	4572	3587	2805	4143	3133	2702	2037	743	1467
ENSMUSG00000103076	9	23	35	31	21	17	5	29	27	14	15	24	16	15	6	11
ENSMUSG00000103525	1	1	9	0	1	2	0	0	11	0	3	3	4	0	0	0
ENSMUSG00000101722	0	2	4	1	3	0	2	9	9	4	4	6	4	0	2	0
ENSMUSG00000090637	4	4	7	3	0	5	6	10	5	1	11	7	2	8	3	7
ENSMUSG00000026478	4652	6116	5661	7530	7460	10500	12284	11474	1425	984	1337	1062	943	614	300	328
ENSMUSG00000101483	0	2	0	1	2	0	1	0	0	0	0	0	0	6	0	0
ENSMUSG00000110100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103818	3	4	5	0	0	3	3	1	6	2	2	3	0	0	0	0
ENSMUSG00000079138	0	1	1	2	3	0	0	0	1	2	2	5	4	0	0	0
ENSMUSG00000073538	45	39	28	34	26	54	55	77	83	45	57	30	34	207	81	108
ENSMUSG00000042708	16	11	8	15	6	24	8	36	11	11	21	16	12	18	4	15
ENSMUSG00000064435	0	0	0	0	0	0	0	4	2	0	0	0	1	0	4	0
ENSMUSG00000103543	2	0	0	1	0	2	2	4	0	0	0	0	0	5	0	2
ENSMUSG00000099432	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041144	145	159	194	193	300	259	236	412	0	0	1	0	0	8	0	0
ENSMUSG00000119743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042699	5136	5916	5323	6905	5742	5496	3278	7166	5351	4500	6130	5000	4025	2084	743	1472
ENSMUSG00000101262	5	4	0	1	1	1	2	0	7	3	0	2	1	0	0	1
ENSMUSG00000042684	124	93	63	89	54	91	81	128	43	60	62	46	55	16	3	4
ENSMUSG00000099858	80	19	23	21	29	169	76	90	63	29	48	21	73	47	29	7
ENSMUSG00000101337	144	172	162	143	164	219	232	326	0	0	0	0	0	3	0	0
ENSMUSG00000025986	970	874	835	991	857	1472	946	1803	445	254	353	287	209	288	121	225
ENSMUSG00000100213	36	35	33	35	27	93	36	114	5	11	13	9	6	67	25	71
ENSMUSG00000103129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100160	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0
ENSMUSG00000101921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081185	7	5	4	10	6	9	1	6	0	1	4	2	0	6	2	7
ENSMUSG00000103246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100033	6	7	8	10	4	5	2	3	20	7	7	2	3	1	0	2
ENSMUSG00002075213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056763	687	944	1006	1123	952	1122	811	1509	514	307	477	367	288	368	135	203
ENSMUSG00000099454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042671	1	3	1	4	2	1	2	4	6	1	5	2	4	2	1	4
ENSMUSG00000100945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100334	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026109	96	65	66	59	81	560	519	557	4	0	4	1	2	31	7	8
ENSMUSG00000026475	221	197	172	228	175	88	114	134	113	78	126	85	72	11	6	7
ENSMUSG00000099568	0	0	0	1	0	1	2	4	0	0	1	0	2	0	2	3
ENSMUSG00000100671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101242	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000099924	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099625	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101799	1	0	0	0	3	4	4	5	0	0	0	1	1	0	0	0
ENSMUSG00000045954	15246	13298	12678	13289	11825	19583	22621	21746	2632	1190	1340	708	1562	1495	739	699
ENSMUSG00000099741	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000101702	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000066800	1445	1850	1641	2100	1931	1761	1618	2309	2432	1655	2827	1879	2275	2043	1905	2053
ENSMUSG00000100183	15	19	8	19	13	58	70	96	27	7	20	10	23	241	307	411
ENSMUSG00000067851	4884	6212	5718	7033	5965	4974	2797	6378	4549	3923	6070	4394	3514	1749	506	963
ENSMUSG00002076532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102556	1	1	4	1	1	0	0	0	2	1	2	0	1	0	0	0
ENSMUSG00000038608	3491	5393	4931	6280	5181	3043	2188	4937	6310	5114	8589	6425	5460	4107	1397	2484
ENSMUSG00000042501	0	0	2	0	1	0	0	0	0	1	6	3	0	0	0	0
ENSMUSG00000103810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042641	7	10	6	7	8	23	17	25	3	0	6	0	2	0	0	0
ENSMUSG00000081417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103192	0	1	4	0	2	0	0	2	1	6	13	5	8	0	0	2
ENSMUSG00000104488	4	1	7	4	0	0	0	1	8	2	12	3	8	12	0	0
ENSMUSG00000100212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102721	0	0	10	0	0	6	0	0	19	10	20	8	3	5	0	4
ENSMUSG00000100648	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00002076499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099949	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045968	19	24	24	24	37	40	28	33	15	15	27	31	29	66	4	31
ENSMUSG00000043282	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102459	1	2	0	2	1	4	3	7	2	0	0	2	0	1	0	0
ENSMUSG00000047053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099227	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026107	2687	2879	2675	3537	2424	1300	497	1794	4593	2707	4539	3128	2246	904	322	874
ENSMUSG00000099413	111	117	88	170	93	11	8	20	292	247	448	322	185	20	4	2
ENSMUSG00000103424	1	3	1	3	0	0	0	0	1	4	10	0	1	0	0	0
ENSMUSG00000101741	4	3	3	5	18	7	11	9	0	0	0	0	0	0	0	0
ENSMUSG00000054976	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000104029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087008	15	8	22	15	11	13	16	9	14	2	6	4	3	4	18	3
ENSMUSG00000100561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026473	15626	17864	18380	20551	25184	10960	9499	8724	5027	5243	9320	6131	6064	6364	7664	7268
ENSMUSG00000100014	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101903	1	0	1	4	1	10	1	5	0	1	1	1	0	0	0	0
ENSMUSG00000055980	308	247	270	228	371	1422	1216	1411	0	0	15	1	1	56	23	48
ENSMUSG00000100502	4	0	4	6	0	1	3	3	0	0	0	1	0	0	0	0
ENSMUSG00000022591	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000100627	5	2	7	5	4	6	2	5	0	0	0	0	0	0	0	0
ENSMUSG00000088669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066797	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048960	3004	3744	3959	3853	4102	8397	6642	11677	2	3	5	0	5	102	47	42
ENSMUSG00000099933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00002076439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026142	962	1022	813	1179	1147	1356	1248	1402	495	450	654	511	510	392	134	218
ENSMUSG00000104493	3	3	5	3	1	2	3	4	3	3	1	1	0	0	0	0
ENSMUSG00000100786	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00002075724	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000067158	2089	2528	2378	2552	2736	7399	9065	9257	0	0	0	0	0	122	132	89
ENSMUSG00000079465	2602	3410	3151	3362	4055	9407	10847	13305	0	0	0	0	0	169	159	46
ENSMUSG00002075966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004110	33	46	24	52	68	311	234	632	36	36	45	27	29	1894	450	1222
ENSMUSG00000097564	15	8	4	13	14	19	8	6	4	2	6	1	6	8	0	3
ENSMUSG00000101880	2	2	2	5	3	1	7	9	1	1	2	1	2	2	0	2
ENSMUSG00000101433	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096950	31	21	21	33	20	66	48	62	10	3	4	3	9	3	3	0
ENSMUSG00000056708	1828	1675	1398	1741	1537	2038	2083	2028	1588	1020	1652	944	847	1306	659	1023
ENSMUSG00000026471	849	697	651	830	748	1736	1366	2040	234	180	236	202	214	201	89	112
ENSMUSG00000057715	80	54	73	73	43	82	57	132	1	0	0	0	0	8	0	0
ENSMUSG00000026470	1199	1237	1055	1396	1395	2180	2443	2268	871	766	965	674	636	410	208	329
ENSMUSG00000103825	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103561	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101610	0	0	0	1	2	2	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000104181	1	4	1	6	6	6	5	13	0	2	2	6	3	2	0	0
ENSMUSG00000118923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097628	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0
ENSMUSG00000098163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097171	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033722	281	274	234	309	296	579	750	615	3	2	7	0	3	35	3	6
ENSMUSG00000103670	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026150	2148	2089	1860	2169	2168	2945	2093	3472	1627	1260	1873	1168	1359	4337	4260	6122
ENSMUSG00000101450	13	21	25	19	21	20	26	36	8	5	13	8	10	3	3	0
ENSMUSG00000026149	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0
ENSMUSG00000114299	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000099771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102280	0	0	2	1	0	1	0	2	0	3	1	1	2	0	3	0
ENSMUSG00000100170	4	3	4	2	5	1	4	2	5	5	5	1	6	0	3	11
ENSMUSG00000100744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026469	1768	1661	1572	1967	1685	2374	1591	2752	1386	987	1627	1115	968	812	308	491
ENSMUSG00002076398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073535	50	47	43	30	47	52	36	80	2	1	6	1	3	7	0	4
ENSMUSG00000018417	4174	3543	3346	3628	3811	10232	9208	11811	8	13	27	10	18	176	116	69
ENSMUSG00000101724	1	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000100313	0	2	9	0	3	3	11	3	0	0	0	0	0	0	0	0
ENSMUSG00000100696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072324	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000026490	2699	3101	2814	3246	3324	5676	5179	6459	210	119	136	88	214	176	139	102
ENSMUSG00000033701	540	495	456	506	579	789	897	687	399	434	508	359	317	190	151	174
ENSMUSG00000102194	0	0	3	1	0	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000103636	0	0	1	0	0	0	6	5	0	2	5	1	3	1	197	72
ENSMUSG00000026468	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062939	381	499	432	621	444	199	81	267	998	673	895	630	682	471	215	324
ENSMUSG00000101628	9	5	6	4	6	1	1	3	6	11	4	4	6	0	0	0
ENSMUSG00000078291	0	1	0	2	1	3	1	0	0	1	6	2	1	1	0	0
ENSMUSG00000109599	4	3	0	2	1	11	19	13	0	1	2	1	2	3	0	10
ENSMUSG00000033684	9851	9334	9270	10126	9558	6499	6726	5742	3762	2345	5093	2312	4543	824	678	444
ENSMUSG00000102299	0	1	0	0	0	0	1	0	2	1	11	7	13	9	0	12
ENSMUSG00000102558	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000016918	908	925	823	1158	900	2946	2918	3936	2	0	10	0	5	117	88	122
ENSMUSG00000033671	2929	3300	3104	3836	3111	2772	2472	4006	2930	1850	2711	2233	1445	1415	491	850
ENSMUSG00000103717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103771	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102837	0	1	2	2	2	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000077419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102833	1	3	3	5	1	0	1	1	0	1	2	4	2	0	2	0
ENSMUSG00000026489	1116	380	394	398	369	4292	1895	1761	65	64	113	51	63	659	194	308
ENSMUSG00000104520	5	6	5	4	4	12	6	6	3	4	2	1	6	5	0	0
ENSMUSG00000025938	46	62	39	55	51	418	280	433	8	5	7	4	9	47	12	31
ENSMUSG00000026159	3883	3930	3726	4870	4049	3937	2442	4499	2578	1853	2667	2407	1784	1236	784	914
ENSMUSG00000104518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113880	3	17	25	23	29	23	31	34	5	5	6	11	12	4	0	14
ENSMUSG00000113973	0	5	1	2	5	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000113846	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113084	2	3	2	5	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042414	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
ENSMUSG00000113925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114011	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101784	1	1	2	4	3	1	1	1	0	0	1	0	0	0	0	0
ENSMUSG00000038496	167	178	168	160	207	191	185	242	0	0	0	0	0	0	0	0
ENSMUSG00000100432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100190	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113267	3	1	6	6	2	8	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000104423	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000101315	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026166	62	54	43	72	38	8	5	24	0	0	0	0	0	0	0	0
ENSMUSG00000101173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064302	1982	2057	1855	2349	1973	2850	2864	3306	1331	1004	1433	1072	803	832	329	588
ENSMUSG00000077257	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000107722	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000080542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053161	119	135	126	159	128	156	176	267	0	0	0	0	0	3	0	0
ENSMUSG00000101896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026466	5146	5079	4723	5913	5619	4627	4356	4934	4162	3152	4718	3662	2860	1524	736	1221
ENSMUSG00000102964	16	14	39	27	48	13	5	16	27	7	19	16	15	12	0	14
ENSMUSG00000026380	1437	1733	1829	1972	2091	1913	1656	2499	1	2	4	2	6	16	12	9
ENSMUSG00002076551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010609	1278	1395	1121	1438	1294	1702	1462	1174	1862	1921	2976	2152	1741	618	242	486
ENSMUSG00000102923	13	10	7	10	16	13	17	14	3	5	13	3	3	0	0	0
ENSMUSG00000055676	61	51	46	59	35	84	143	92	78	52	33	24	76	71	30	21
ENSMUSG00000026163	19	15	13	17	16	63	53	104	0	0	0	0	0	0	0	0
ENSMUSG00000079140	0	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000104374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038855	5374	5429	4591	5683	5270	9932	14811	9981	2831	1855	2855	1948	1814	1679	799	1121
ENSMUSG00002076780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104388	14	17	48	8	15	45	34	18	43	20	25	9	20	46	8	21
ENSMUSG00000077736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103123	0	1	5	0	0	5	1	0	8	4	8	0	4	4	0	1
ENSMUSG00000103772	5	3	22	2	0	8	4	5	6	8	11	7	8	0	2	3
ENSMUSG00000053963	33	33	33	23	37	170	191	158	5	2	7	1	3	10	7	11
ENSMUSG00000104210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102608	3	3	2	0	3	9	4	8	1	4	0	0	1	2	0	5
ENSMUSG00000045658	1226	1289	1180	1453	1028	2101	1467	1654	2088	2076	2909	2210	1209	541	257	414
ENSMUSG00000050565	5658	5740	5306	6784	6918	4597	3659	5220	2466	1702	2834	2151	1724	1152	537	760
ENSMUSG00000102750	1	1	10	1	5	1	0	0	2	2	12	5	1	0	0	0
ENSMUSG00000101934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098851	0	2	0	0	0	0	0	0	2	3	3	2	0	0	0	0
ENSMUSG00000015484	1	3	1	3	2	9	13	9	2	1	3	1	1	14	0	0
ENSMUSG00000102932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048402	64	67	62	91	57	311	491	337	0	0	1	0	0	1	1	0
ENSMUSG00000098273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
